questions,queries,answers
how high is the share of the public transport in the traffic movements of the people living in regensberg in 2013?,SELECT T1.public_transport_share_modal_split         FROM public_transport_share AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Regensberg' AND T1.year = 2013,13.0
in 2013 how high is the share of public transport in the traffic movement of people living in regensberg?,SELECT T1.public_transport_share_modal_split         FROM public_transport_share AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Regensberg' AND T1.year = 2013,13.0
how much is the share of the public transport in the motor traffic of people living in regensberg in 2013?,SELECT T1.public_transport_share_modal_split         FROM public_transport_share AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Regensberg' AND T1.year = 2013,13.0
how high is the percentage of public transportation in the traffic of residents in regensberg in 2013?,SELECT T1.public_transport_share_modal_split         FROM public_transport_share AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Regensberg' AND T1.year = 2013,13.0
"in 2013, how high is the share of public transport in the traffic movement of the people living in regensberg?",SELECT T1.public_transport_share_modal_split         FROM public_transport_share AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Regensberg' AND T1.year = 2013,13.0
how high in 2013 is the share of public transport in the traffic of people living in regensberg?,SELECT T1.public_transport_share_modal_split         FROM public_transport_share AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Regensberg' AND T1.year = 2013,13.0
which city has the highest share of public transport in traffic flows of the population?,SELECT T2.name         FROM spatialunit AS T2         JOIN public_transport_share AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.public_transport_share_modal_split DESC LIMIT 1,49.0
which municipality has the highest share of public transportation in the movement of people?,SELECT T2.name         FROM spatialunit AS T2         JOIN public_transport_share AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.public_transport_share_modal_split DESC LIMIT 1,49.0
which municipality has the highest share of public transport in traffic movements of the people living?,SELECT T2.name         FROM spatialunit AS T2         JOIN public_transport_share AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.public_transport_share_modal_split DESC LIMIT 1,49.0
which municipality has the highest share of the public transport in the traffic movements of people living?,SELECT T2.name         FROM spatialunit AS T2         JOIN public_transport_share AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.public_transport_share_modal_split DESC LIMIT 1,49.0
which municipality has the highest share of the public transport in the traffic of people living?,SELECT T2.name         FROM spatialunit AS T2         JOIN public_transport_share AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.public_transport_share_modal_split DESC LIMIT 1,49.0
which municipality has the highest share of public transport in the movement of people living?,SELECT T2.name         FROM spatialunit AS T2         JOIN public_transport_share AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.public_transport_share_modal_split DESC LIMIT 1,49.0
which municipality has the highest share of public transport in traffic of living people?,SELECT T2.name         FROM spatialunit AS T2         JOIN public_transport_share AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.public_transport_share_modal_split DESC LIMIT 1,49.0
which municipality has the highest share of the public transport in the traffic moving of the living population?,SELECT T2.name         FROM spatialunit AS T2         JOIN public_transport_share AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.public_transport_share_modal_split DESC LIMIT 1,49.0
which municipality has the minimum share of public transport in the moving of the population?,SELECT T2.name         FROM spatialunit AS T2         JOIN public_transport_share AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.public_transport_share_modal_split ASC LIMIT 1,2.0
which municipality has the minimum share of public transport in the transportation of people living?,SELECT T2.name         FROM spatialunit AS T2         JOIN public_transport_share AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.public_transport_share_modal_split ASC LIMIT 1,2.0
which municipality has the minimum amount of public transport in the travel distance of the people living?,SELECT T2.name         FROM spatialunit AS T2         JOIN public_transport_share AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.public_transport_share_modal_split ASC LIMIT 1,2.0
which municipality has the minimum share of public transport in the traffic movement of people living there?,SELECT T2.name         FROM spatialunit AS T2         JOIN public_transport_share AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.public_transport_share_modal_split ASC LIMIT 1,2.0
what municipality has the minimum share of public transport in the transport movement of people living there?,SELECT T2.name         FROM spatialunit AS T2         JOIN public_transport_share AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.public_transport_share_modal_split ASC LIMIT 1,2.0
which municipality has the minimum share of public transport in the circulation of living people?,SELECT T2.name         FROM spatialunit AS T2         JOIN public_transport_share AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.public_transport_share_modal_split ASC LIMIT 1,2.0
which municipality has the minimum share of the public transport in traffic movements of the people living?,SELECT T2.name         FROM spatialunit AS T2         JOIN public_transport_share AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.public_transport_share_modal_split ASC LIMIT 1,2.0
which municipality has the minimum share of public transportation in the transport movements of the people living?,SELECT T2.name         FROM spatialunit AS T2         JOIN public_transport_share AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.public_transport_share_modal_split ASC LIMIT 1,2.0
"what is the highest, lowest and average share of public transport in traffic movement of people living?","SELECT MAX(T1.public_transport_share_modal_split::numeric),         MIN(T1.public_transport_share_modal_split::numeric), AVG(T1.public_transport_share_modal_split::numeric)         FROM public_transport_share AS T1","[49.0, 2.0, 13.94]"
"what are the highest, lowest and most common shares of public transport in traffic flows of the people living?","SELECT MAX(T1.public_transport_share_modal_split::numeric),         MIN(T1.public_transport_share_modal_split::numeric), AVG(T1.public_transport_share_modal_split::numeric)         FROM public_transport_share AS T1","[49.0, 2.0, 13.94]"
"which is the highest, lowest and most common share of public transport in traffic movement of people?","SELECT MAX(T1.public_transport_share_modal_split::numeric),         MIN(T1.public_transport_share_modal_split::numeric), AVG(T1.public_transport_share_modal_split::numeric)         FROM public_transport_share AS T1","[49.0, 2.0, 13.94]"
"what is the highest, lowest and average share of public transport in the transport circulation of the people living?","SELECT MAX(T1.public_transport_share_modal_split::numeric),         MIN(T1.public_transport_share_modal_split::numeric), AVG(T1.public_transport_share_modal_split::numeric)         FROM public_transport_share AS T1","[49.0, 2.0, 13.94]"
"what are the highest, lowest and average share of public transport in the commuting activities of people living?","SELECT MAX(T1.public_transport_share_modal_split::numeric),         MIN(T1.public_transport_share_modal_split::numeric), AVG(T1.public_transport_share_modal_split::numeric)         FROM public_transport_share AS T1","[49.0, 2.0, 13.94]"
"how large are the highest, lowest and most prevalent share of public transport in traffic movements of living people?","SELECT MAX(T1.public_transport_share_modal_split::numeric),         MIN(T1.public_transport_share_modal_split::numeric), AVG(T1.public_transport_share_modal_split::numeric)         FROM public_transport_share AS T1","[49.0, 2.0, 13.94]"
"what are the highest, lowest and average share of public transport in traffic movement of people living?","SELECT MAX(T1.public_transport_share_modal_split::numeric),         MIN(T1.public_transport_share_modal_split::numeric), AVG(T1.public_transport_share_modal_split::numeric)         FROM public_transport_share AS T1","[49.0, 2.0, 13.94]"
"what are the highest, lowest and average share of public transport in traffic movement of living people?","SELECT MAX(T1.public_transport_share_modal_split::numeric),         MIN(T1.public_transport_share_modal_split::numeric), AVG(T1.public_transport_share_modal_split::numeric)         FROM public_transport_share AS T1","[49.0, 2.0, 13.94]"
how many municipalities have a share of public transportation in traffic movements of people living less than 13.0 per year?,"SELECT T1.year, COUNT(*)         FROM public_transport_share AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.public_transport_share_modal_split::numeric > 13.0 AND T2.type_id = 1         GROUP BY T1.year",74
how many municipalities have a share of public transport in the moving of people living above 13.0 per year?,"SELECT T1.year, COUNT(*)         FROM public_transport_share AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.public_transport_share_modal_split::numeric > 13.0 AND T2.type_id = 1         GROUP BY T1.year",74
"how many municipalities have a share of public transport in the traffic of people living higher than 13,0 per year?","SELECT T1.year, COUNT(*)         FROM public_transport_share AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.public_transport_share_modal_split::numeric > 13.0 AND T2.type_id = 1         GROUP BY T1.year",74
"how many municipalities have a higher share of public transport in traffic movements of people living than 13,0 a year?","SELECT T1.year, COUNT(*)         FROM public_transport_share AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.public_transport_share_modal_split::numeric > 13.0 AND T2.type_id = 1         GROUP BY T1.year",74
how many municipalities have a share of public transport in traffic of people living more than 13.0 per year?,"SELECT T1.year, COUNT(*)         FROM public_transport_share AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.public_transport_share_modal_split::numeric > 13.0 AND T2.type_id = 1         GROUP BY T1.year",74
how many municipalities have a share of public transport in the movement of people living per year higher than 13.0?,"SELECT T1.year, COUNT(*)         FROM public_transport_share AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.public_transport_share_modal_split::numeric > 13.0 AND T2.type_id = 1         GROUP BY T1.year",74
how many municipalities have a share of public transport in the flow of the population of more than 13.0 per year?,"SELECT T1.year, COUNT(*)         FROM public_transport_share AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.public_transport_share_modal_split::numeric > 13.0 AND T2.type_id = 1         GROUP BY T1.year",74
"how many municipalities have a share of public transport in the flows of people living by more than 13,0 per year?","SELECT T1.year, COUNT(*)         FROM public_transport_share AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.public_transport_share_modal_split::numeric > 13.0 AND T2.type_id = 1         GROUP BY T1.year",74
how high is the total share of the public transport in the traffic movement of people living in the canton of zurich in 2013?,SELECT T1.public_transport_share_modal_split FROM public_transport_share AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2013,30.0
how high is the total share of the public transport in traffic movements of people living in the canton of zurich in 2013?,SELECT T1.public_transport_share_modal_split FROM public_transport_share AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2013,30.0
how high is the share of the public transport in the traffic of people living in the canton of zurich in the year 2013?,SELECT T1.public_transport_share_modal_split FROM public_transport_share AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2013,30.0
how high is the overall share of the public transports in traffic of people living in canton zurich in the year 2013?,SELECT T1.public_transport_share_modal_split FROM public_transport_share AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2013,30.0
